mp_id,formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),stable,density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom),bulk_modulus (GPa),shear_modulus (GPa)
mp-8370,Ni3GeC,5,Ni3 Ge1 C1,3.808709,3.808709,3.808709,90,90,90,cubic,Pm-3m,0.0028379,-6.150355916,0.088064762,0.320086342,FALSE,7.836248952,0,FALSE,55.25013919,"{'voigt': 187.015, 'reuss': 187.015, 'vrh': 187.015}","{'voigt': 51.092, 'reuss': 31.365, 'vrh': 41.228}"
mp-1247483,Ni3SbN,5,Ni3 Sb1 N1,3.918868,3.93131784,3.932399006,90.0057806,90,90,cubic,Pm-3m,0.001232,-14.13363074,0.022412838,0.124102878,FALSE,8.547402603,0,FALSE,60.58378016,,
mp-1017632,Ni3SnN,5,Ni3 Sn1 N1,3.908518,3.908518,3.908518,90,90,90,cubic,Pm-3m,0.0383507,-6.011226032,-0.073574104,0.080494424,FALSE,8.587874322,0,FALSE,59.70852587,"{'voigt': 174.329, 'reuss': 174.329, 'vrh': 174.329}","{'voigt': 46.151, 'reuss': 42.379, 'vrh': 44.265}"
mp-1209766,NiAgF3,5,Ni1 Ag1 F3,4.3472,4.3472,4.3472,90,90,90,cubic,Pm-3m,1.0858214,-9.34572284,-0.804011254,0.984853386,FALSE,4.518644109,0,FALSE,82.15402829,,
mp-998365,NiAgF3,5,Ni1 Ag1 F3,4.003954,4.003954,4.003954,90,90,90,cubic,Pm-3m,2.0044072,-10.27884657,-1.737134982,0.051729658,FALSE,5.78322065,0,FALSE,64.18997967,,
mp-998429,NiAgF3,10,Ni1 Ag1 F3,5.673142486,5.673142486,7.633911,90,90,148.8249859,ortho,Cmcm,4,-10.30510807,-1.763396484,0.025468156,FALSE,5.837581961,0.761,FALSE,127.1844467,,
mp-976763,NiAsO3,5,Ni1 As1 O3,3.696375,3.696375,3.696375,90,90,90,cubic,Pm-3m,0.9980027,-5.583455896,-0.524627451,1.013732004,FALSE,5.971293737,0,FALSE,50.50426706,,
mp-1105718,NiBiO3,20,Ni1 Bi1 O3,5.458353,5.724991104,7.845574923,92.22669738,90.36464566,91.89383067,tri,P-1,7.9998931,-6.247645475,-1.344834674,0.020718875,FALSE,8.5637112,0,FALSE,244.8404324,,
mp-23532,NiBiO3,20,Ni1 Bi1 O3,5.375657,5.733563,7.744353,90,90,90,ortho,Pnma,7.8532516,-6.223673373,-1.320862572,0.044690978,FALSE,8.784233487,0,FALSE,238.6938776,,
mp-25096,NiBiO3,20,Ni1 Bi1 O3,7.84876,5.368422,5.682201538,89.66086381,90,90,mono,P2_1/m,8.0000001,-6.23612176,-1.333310959,0.032242591,FALSE,8.757667012,0.3548,FALSE,239.417958,,
mp-998363,NiBiO3,5,Ni1 Bi1 O3,3.918214637,3.918214637,3.870917934,89.27844767,89.27844767,88.3689796,mono,Cm,1.0053986,-6.129619996,-1.226809195,0.138744354,FALSE,8.825467439,0,FALSE,59.3946657,,
mp-998527,NiBiO3,10,Ni1 Bi1 O3,5.451923405,5.452222019,5.41812975,120.2047601,59.79557502,119.9986571,trig,R3,2.0017114,-6.257382958,-1.354572157,0.010981392,FALSE,9.234280393,0,FALSE,113.5303816,,
mp-19147,NiCO3,10,Ni1 C1 O3,5.54107893,5.54107561,5.541064912,48.98950167,48.98953696,48.98944422,trig,R-3c,3.9999998,-7.625219773,-1.654682736,0,TRUE,4.432170194,0,FALSE,88.94505301,,
mp-1246271,NiMoN3,20,Ni1 Mo1 N3,10.78986986,5.736937447,8.845699424,121.4130621,109.7584035,104.5752721,tri,P-1,0.0021727,-8.229354305,0.0987697,0.336908487,FALSE,3.509414003,0,FALSE,372.1998249,,
mp-977100,NiMoO3,5,Ni1 Mo1 O3,3.927638,3.927638,3.927638,90,90,90,cubic,Pm-3m,2.2563185,-7.057808574,-0.763874613,0.93629262,FALSE,5.553437794,0,FALSE,60.5890802,,
mp-1205931,NiNCl3,10,Ni1 N1 Cl3,6.276783655,6.276783655,5.696479,90,90,119.9999964,hex_,P6_3/mmc,8.0000006,-7.519420569,0.394136336,0.984235921,FALSE,3.059595562,0,FALSE,194.3620487,,
mp-1068795,NiNF3,5,Ni1 N1 F3,3.928837,3.928837,3.928837,90,90,90,cubic,Pm-3m,2.0861023,-4.063607722,-0.093037456,1.459136969,FALSE,3.551250716,0,FALSE,60.64458569,,
mp-1192886,NiNF3,30,Ni1 N1 F3,5.497348847,5.497348847,14.229351,90,90,120.0000102,hex_,P6_3/mmc,24.0112232,-4.352784231,-0.382213965,1.16996046,FALSE,3.469783237,0,FALSE,372.4108055,,
mp-676040,NiPS3,10,Ni1 P1 S3,5.821405871,5.821405871,6.895947376,81.97374968,81.97374968,120.0210906,mono,C2/m,3.998824,-5.24026928,-0.518131498,0.0513325,FALSE,3.17705133,0,FALSE,194.2879412,,
mp-1079754,NiPSe3,10,Ni1 P1 Se3,6.163277281,6.163277281,6.932315344,81.51156731,81.51156731,120.0312915,mono,C2/m,2.3099678,-12.95804394,-0.17434911,0.053721649,FALSE,4.979098005,0,FALSE,217.8082532,,
mp-1078668,NiPbO3,10,Ni1 Pb1 O3,5.391244267,5.392400659,5.614263966,90.0013138,61.30477485,120.002273,trig,R3c,3.9234011,-6.15665555,-1.289322197,0,TRUE,8.861971356,0,FALSE,117.6328028,,
mp-974108,NiPbO3,5,Ni1 Pb1 O3,3.810554,3.810554,3.810554,90,90,90,cubic,Pm-3m,0.7368217,-5.78969708,-0.922363727,0.36695847,FALSE,9.420293411,0,FALSE,55.33047027,,
mp-1186345,NiPdO3,5,Ni1 Pd1 O3,3.690086,3.690086,3.690086,90,90,90,cubic,Pm-3m,3.8199859,-5.303599806,-0.142819505,0.780930656,FALSE,7.042822187,0,FALSE,50.24692204,,
mp-1186112,NiPtO3,5,Ni1 Pt1 O3,3.95444,3.95444,3.95444,90,90,90,cubic,Pm-3m,2.3932952,-5.13982303,0.199207573,1.242403567,FALSE,8.10360471,0,FALSE,61.83793399,,
mp-976848,NiRuO3,5,Ni1 Ru1 O3,3.717644,3.717644,3.717644,90,90,90,cubic,Pm-3m,3.9820249,-6.140766374,-0.161081927,1.200749332,FALSE,6.714458284,0,FALSE,51.38110012,,
mp-1186113,NiSbO3,5,Ni1 Sb1 O3,3.801767,3.801767,3.801767,90,90,90,cubic,Pm-3m,0.9890065,-5.907621586,-0.957017399,0.662873085,FALSE,6.903777906,0,FALSE,54.94858204,,
mp-20460,NiSeO3,20,Ni1 Se1 O3,4.94119162,5.87229752,7.49794122,90.00024741,89.99996045,90.00011801,ortho,Pnma,7.9999976,-6.079090575,-1.25510434,0,TRUE,5.66794995,0,FALSE,217.5613669,,
mp-572987,NiSeO3,80,Ni1 Se1 O3,9.307125701,9.307125701,14.92818341,72.67401993,72.67401993,64.59910441,mono,C2/c,8.0412275,-6.013126795,-1.18914056,0.06596378,FALSE,4.51195413,3.0748,TRUE,1093.208754,,
mp-754654,NiSnO3,20,Ni1 Sn1 O3,5.317042731,5.316915871,9.924700819,90.00262946,74.45697111,119.9982329,trig,R-3,1.70E-06,-6.652262607,-1.725544297,0.026179026,FALSE,6.479306138,1.7717,FALSE,231.0668176,,
mp-1209810,NiTeO3,20,Ni1 Te1 O3,5.26689,5.999317,7.582289,90,90,90,ortho,Pnma,7.9992711,-6.125591271,-1.372126153,0.046346222,FALSE,6.495452555,2.5735,FALSE,239.583217,,
mp-1209979,NiTeO3,20,Ni1 Te1 O3,5.486615,5.618953,8.154857,90,90,90,ortho,Pnma,8.0001933,-5.884570983,-1.131105865,0.28736651,FALSE,6.189984639,0.1442,FALSE,251.4063459,,
mp-1210158,NiW3N,20,Ni1 W3 N1,5.253211,6.174006,7.939797,90,90,90,ortho,Pnma,0.0065003,-35.04195779,0.0008124,0.199750458,FALSE,16.10072924,0,FALSE,257.5142645,,
mp-1186110,NpAlO3,5,Np1 Al1 O3,3.765853,3.765853,3.765853,90,90,90,cubic,Pm-3m,3.9994042,-9.598500292,-3.291052587,0.042764798,FALSE,9.70030517,0,FALSE,53.40600474,,
mp-977058,NpBO3,5,Np1 B1 O3,3.575258,3.575258,3.575258,90,90,90,cubic,Pm-3m,3.9201056,-9.156538866,-2.262327973,0.843248485,FALSE,10.74827113,0,FALSE,45.70062729,,
mp-973930,NpBeO3,5,Np1 Be1 O3,3.569773,3.569773,3.569773,90,90,90,cubic,Pm-3m,2.9985094,-9.27566219,-2.969447078,0.432417751,FALSE,10.73222978,0,FALSE,45.49061427,,
mp-1186320,NpHgO3,5,Np1 Hg1 O3,4.266996,4.266996,4.266996,90,90,90,cubic,Pm-3m,1.201394,-7.999735088,-2.379468141,0.161507687,FALSE,10.37888058,0,FALSE,77.69028368,,
mp-1186334,NpMoO3,5,Np1 Mo1 O3,4.025898,4.025898,4.025898,90,90,90,cubic,Pm-3m,1.2665071,-9.820242098,-2.092779537,0.674409528,FALSE,9.69427467,0,FALSE,65.25116985,,
mp-973919,NpOsO3,5,Np1 Os1 O3,3.983435,3.983435,3.983435,90,90,90,cubic,Pm-3m,3.5699089,-9.445837192,-1.642031167,0.973443296,FALSE,12.48469958,0,FALSE,63.20816825,,
mp-1186329,NpRuO3,5,Np1 Ru1 O3,3.962522,3.962522,3.962522,90,90,90,cubic,Pm-3m,3.0762274,-9.274044056,-1.860831009,0.771782608,FALSE,10.30381539,0,FALSE,62.21785856,,
mp-1186349,NpSiO3,5,Np1 Si1 O3,3.782846,3.782846,3.782846,90,90,90,cubic,Pm-3m,4.6133301,-9.168627902,-2.525231757,0.617340154,FALSE,9.604031386,0,FALSE,54.13223823,,
mp-1186346,NpSnO3,5,Np1 Sn1 O3,4.159438,4.159438,4.159438,90,90,90,cubic,Pm-3m,4.6474596,-8.351908698,-1.991661788,0.820941681,FALSE,9.315640124,0,FALSE,71.9621227,,
mp-1186357,NpTaO3,5,Np1 Ta1 O3,4.038472,4.038472,4.038472,90,90,90,cubic,Pm-3m,4.6130015,-10.61147146,-2.679753408,0.418006776,FALSE,11.74717751,0,FALSE,65.86447408,,
mp-977184,NpTcO3,5,Np1 Tc1 O3,3.974724,3.974724,3.974724,90,90,90,cubic,Pm-3m,2.4492994,-9.671323104,-2.040862776,0.684869142,FALSE,10.12802813,0,FALSE,62.79440237,,
mp-977152,NpTiO3,5,Np1 Ti1 O3,3.918337,3.918337,3.918337,90,90,90,cubic,Pm-3m,4.2813682,-10.2818364,-3.144405459,0.17949956,FALSE,9.187812747,0,FALSE,60.15965755,,
mp-680932,OsPbO3,20,Os1 Pb1 O3,7.309274686,7.309673325,7.309817577,60.00259407,60.00078554,60.00014,cubic,Fd-3m,0.0001834,-7.357330362,-1.400550859,0,TRUE,10.7130086,0,FALSE,276.1692649,,
mp-1189731,PBr3O,20,P1 Br3 O1,6.564227,10.251911,10.600444,90,90,90,ortho,Pna2_1,0,-4.309448914,-1.254594087,0.000385994,FALSE,2.669327311,3.0889,FALSE,713.3661118,,
mp-558645,PBr3O,20,P1 Br3 O1,6.23327798,9.45171737,10.00192486,90,90,90,ortho,Pnma,0,-4.309834908,-1.254980081,0,TRUE,3.231495051,3.0735,FALSE,589.265221,,
mp-540785,PCF3,40,P1 C1 F3,11.381078,11.381078,6.346774,90,90,90,tet,P4_2/nmc,0.0094295,-5.018629249,-0.942914065,1.160725882,FALSE,1.615589258,0,FALSE,822.0908861,,
mp-556383,PCF3,100,P1 C1 F3,9.999739,10.075466,17.71624524,69.17588854,90,90,mono,P2_1/c,0.0003256,-5.581684901,-1.505969717,0.597670229,FALSE,1.990234018,3.2358,FALSE,1668.348034,,
mp-2015815,PCl3O,20,P1 Cl3 O1,5.84665617,9.43054642,9.21331222,90,90,90,ortho,Pnma,0,-4.768834682,-1.587025779,0,TRUE,2.004851213,4.4933,TRUE,507.9958922,"{'voigt': 2.569, 'reuss': 2.567, 'vrh': 2.568}","{'voigt': 1.38, 'reuss': 135.135, 'vrh': 68.257}"
mp-27277,PCl3O,20,P1 Cl3 O1,6.071253,9.813344,9.902843,90,90,90,ortho,Pna2_1,0,-4.765678326,-1.583869424,0.003156356,FALSE,1.726184053,4.4681,TRUE,590.0043965,,
mp-753611,PCl3O,20,P1 Cl3 O1,5.969239,9.504725,12.104269,90,90,90,ortho,Pna2_1,0.0006654,-4.759722607,-1.577913705,0.009112075,FALSE,1.483014023,4.5483,TRUE,686.7475052,,
mp-1179877,PNO3,40,P1 N1 O3,6.018035,10.557824,13.898839,90,90,90,ortho,Pccn,0.0341371,-6.754508295,-1.034981438,0.782203443,FALSE,1.398668278,0.2711,TRUE,883.0954587,,
mp-1197085,PNO3,40,P1 N1 O3,7.374399199,7.374399199,14.281334,90,90,90.05854303,ortho,Cmce,7.9800982,-6.64037272,-0.920845863,0.896339017,FALSE,1.590378661,0.6745,FALSE,776.6437232,,
mp-1198759,PNO3,40,P1 N1 O3,7.607523477,7.607523477,12.466894,90,90,90.27005881,ortho,Cmce,16.0077189,-6.254623169,-0.535096311,1.282088569,FALSE,1.711915529,0.081,FALSE,721.5061632,,
mp-1200596,PNO3,40,P1 N1 O3,8.062301,9.99505,11.449645,90,90,90,ortho,Pccn,15.9902093,-6.008611898,-0.289085041,1.52809984,FALSE,1.338709595,0.3045,TRUE,922.6479064,,
mp-726260,PNO3,20,P1 N1 O3,4.497915,5.559655,13.246712,90,90,90,ortho,P2_12_12_1,8.0032194,-6.802717234,-1.083190377,0.733994504,FALSE,1.864340354,1.8076,FALSE,331.2586144,,
mp-1195541,PPbO3,40,P1 Pb1 O3,9.18988449,9.18988449,8.195841,90,90,103.891612,ortho,Cmc2_1,8.0031689,-6.762833337,-1.968432615,0.310789519,FALSE,5.657758461,0,TRUE,671.9264896,,
mp-20199,PPbS3,20,P1 Pb1 S3,7.54168117,6.720128832,11.40176682,55.58233766,90,90,mono,P2_1/c,0,-5.033612315,-0.724972456,0,TRUE,4.659023174,2.3061,FALSE,476.6942522,,
mp-20316,PPbSe3,20,P1 Pb1 Se3,7.75459885,7.041006259,11.9151436,55.47624294,90,90,mono,P2_1/c,0,-22.05607513,-0.411696906,0,TRUE,5.886926384,1.6645,FALSE,535.9980942,,
mp-977455,PaAgO3,5,Pa1 Ag1 O3,4.3149707,4.3149707,4.3149707,90,90,90,cubic,Pm-3m,0,-8.276618826,-2.830395251,0,TRUE,7.996811026,0.915,TRUE,80.34031926,"{'voigt': 140.937, 'reuss': 140.937, 'vrh': 140.937}","{'voigt': 51.629, 'reuss': 36.745, 'vrh': 44.187}"
mp-973877,PaBO3,5,Pa1 B1 O3,3.619435,3.619435,3.619435,90,90,90,cubic,Pm-3m,1.7489974,-8.444989038,-2.231474645,1.126952343,FALSE,10.1506227,0,FALSE,47.41571951,,
mp-1186392,PaBeO3,5,Pa1 Be1 O3,3.607687,3.607687,3.607687,90,90,90,cubic,Pm-3m,0.999246,-8.828224046,-3.202705434,0.452009925,FALSE,10.18649524,0,FALSE,46.95550919,,
mp-540540,PaBr3O,10,Pa1 Br3 O1,9.077382622,9.077382622,9.888127456,63.04330053,63.04330053,25.54622802,mono,C2/m,0,-6.42281491,-2.542195352,0,TRUE,5.196213011,1.749,FALSE,311.0968978,,
mp-1186400,PaCoO3,5,Pa1 Co1 O3,3.782153,3.782153,3.782153,90,90,90,cubic,Pm-3m,0.989475,-8.596396256,-2.292076873,0.630228624,FALSE,10.3730499,0,FALSE,54.10249335,,
mp-1186395,PaHgO3,5,Pa1 Hg1 O3,4.34288662,4.34288662,4.34288662,90,90,90,cubic,Pm-3m,3.67E-05,-7.739027202,-2.799456756,0,TRUE,9.72332053,0,FALSE,81.90972617,,
mp-1186404,PaOsO3,5,Pa1 Os1 O3,3.960572,3.960572,3.960572,90,90,90,cubic,Pm-3m,0.0075808,-8.775239868,-1.652130343,1.164462956,FALSE,12.54274726,0,FALSE,62.12604951,,
mp-1186401,PaSiO3,5,Pa1 Si1 O3,3.820904,3.820904,3.820904,90,90,90,cubic,Pm-3m,2.434966,-8.354445896,-2.391746251,1.00367619,FALSE,9.14235801,0,FALSE,55.78255195,,
mp-1186403,PaTaO3,5,Pa1 Ta1 O3,4.037848,4.037848,4.037848,90,90,90,cubic,Pm-3m,2.3953054,-9.864889588,-2.61386804,0.736742674,FALSE,11.60219065,0,FALSE,65.83394787,,
mp-862832,PaTlO3,5,Pa1 Tl1 O3,4.37641728,4.37641728,4.37641728,90,90,90,cubic,Pm-3m,0,-8.519211286,-3.167280824,0,TRUE,9.576684617,2.6427,FALSE,83.82164362,"{'voigt': 133.398, 'reuss': 133.398, 'vrh': 133.398}","{'voigt': 61.272, 'reuss': 53.429, 'vrh': 57.351}"
mp-982245,PbAuO3,5,Pb1 Au1 O3,4.148796,4.148796,4.148796,90,90,90,cubic,Pm-3m,0.0006575,-4.969002936,-0.602920519,0.329485498,FALSE,10.51428091,0,FALSE,71.41118538,"{'voigt': 132.88, 'reuss': 132.88, 'vrh': 132.88}","{'voigt': 53.214, 'reuss': 44.721, 'vrh': 48.968}"
mp-1105697,PbCO3,20,Pb1 C1 O3,8.565431,5.260156,6.281331388,89.9182887,90,90,mono,P2_1/c,0.0005198,-7.364302346,-1.80726323,0.001962894,FALSE,6.271347965,3.3642,FALSE,283.0082591,,
mp-19893,PbCO3,20,Pb1 C1 O3,5.18693591,6.06501914,8.54295691,90,90,90,ortho,Pnma,0,-7.36626524,-1.809226124,0,TRUE,6.604025394,3.3293,TRUE,268.751733,"{'voigt': 43.484, 'reuss': 103.729, 'vrh': 73.607}","{'voigt': 31.059, 'reuss': 29.669, 'vrh': 30.364}"
mp-20507,PbSO3,20,Pb1 S1 O3,5.570302,6.907102,8.054018,90,90,90,ortho,Pnma,0.0013287,-6.255745423,-1.716767492,0.081017958,FALSE,6.157463923,3.6415,FALSE,309.875476,,
mp-21190,PbSO3,10,Pb1 S1 O3,5.407462,4.565639,6.5079617,73.44685591,90,90,mono,P2_1/m,0.0003886,-6.254194124,-1.715216193,0.082569257,FALSE,6.194433778,3.2251,TRUE,154.0130327,,
mp-20716,PbSeO3,10,Pb1 Se1 O3,4.543913329,5.53663,6.590420842,90,106.6598799,90,mono,P2_1/m,0,-5.866225149,-1.455736836,0.000837875,FALSE,6.986607974,2.8909,FALSE,158.841815,"{'voigt': 36.614, 'reuss': 34.113, 'vrh': 35.364}","{'voigt': 17.701, 'reuss': -3.2, 'vrh': 7.251}"
mp-630329,PbSeO3,40,Pb1 Se1 O3,8.07301543,8.848565589,9.189320976,76.60234519,90,90,mono,P2_1/c,0,-5.867063025,-1.456574712,0,TRUE,6.951557214,3.3672,FALSE,638.5708737,,
mp-21031,Pd3PbC,5,Pd3 Pb1 C1,4.298945,4.298945,4.298945,90,90,90,cubic,Pm-3m,6.13E-05,-5.501883096,0.194308503,0.434254573,FALSE,11.25448192,0,FALSE,79.44849351,,
mp-545482,PdSeO3,10,Pd1 Se1 O3,3.915402921,6.170011595,6.445083638,90.00388517,90.00382256,96.54886135,mono,P2_1/m,0,-5.736829246,-1.032893985,0,TRUE,5.010619907,1.0589,FALSE,154.6848995,"{'voigt': 18.536, 'reuss': 17.395, 'vrh': 17.966}","{'voigt': 13.425, 'reuss': 10.02, 'vrh': 11.723}"
mp-546684,PdSeO3,10,Pd1 Se1 O3,4.943915295,4.943776336,7.046745115,109.4413762,109.4478237,90.67431604,mono,C2/m,0,-5.732160562,-1.028225301,0.004668684,FALSE,5.10973052,0.8236,TRUE,151.6845622,,
mp-1186533,PmBeO3,5,Pm1 Be1 O3,3.638462,3.638462,3.638462,90,90,90,cubic,Pm-3m,0.9998513,-7.552489682,-2.885722042,0.273470728,FALSE,6.964168281,0,FALSE,48.16743617,,
mp-1186557,PmErO3,5,Pm1 Er1 O3,4.266351,4.266351,4.266351,90,90,90,cubic,Pm-3m,7.64E-05,-8.14394997,-3.31152114,0.635076357,FALSE,7.703569739,1.6958,TRUE,77.65505796,,
mp-1186571,PmEuO3,5,Pm1 Eu1 O3,4.446997,4.446997,4.446997,90,90,90,cubic,Pm-3m,7.1550432,-8.81884267,-2.84233522,0.798301508,FALSE,6.513585181,0,FALSE,87.94284464,,
mp-1186597,PmInO3,5,Pm1 In1 O3,4.14608,4.14608,4.14608,90,90,90,cubic,Pm-3m,5.91E-05,-6.906561624,-2.435841808,0.479242335,FALSE,7.171789547,1.6185,FALSE,71.27102965,,
mp-1186600,PmMgO3,5,Pm1 Mg1 O3,3.85676416,3.85677751,3.85680204,90,90,90,cubic,Pm-3m,0.9982855,-7.065885798,-2.820906727,0.312467389,FALSE,6.289848752,0,FALSE,57.36870108,,
mp-1232288,PmMgS3,10,Pm1 Mg1 S3,6.975734846,6.975734846,6.807285376,74.35313055,74.35313055,110.6185614,mono,C2/m,1.9999953,-5.29014272,-1.530924512,0.379496916,FALSE,3.229728073,0.2109,FALSE,273.0094374,,
mp-1232152,PmMgSe3,20,Pm1 Mg1 Se3,8.552830981,12.059555,8.038909517,90,138.0384729,90,mono,C2/m,0.0011218,-4.788694884,-1.414945529,0.336197094,FALSE,4.866400606,0,FALSE,554.402414,,
mp-1232203,PmMgSe3,30,Pm1 Mg1 Se3,7.000498,7.000498773,19.625022,90,90,119.9999963,trig,R-3,3.2346265,-4.847646201,-1.473896847,0.277245777,FALSE,4.858760694,0,FALSE,832.9112339,,
mp-1237948,PmMgSe3,10,Pm1 Mg1 Se3,7.361748927,7.361748927,6.838448749,76.3288096,76.3288096,116.406067,mono,C2/m,0.0001753,-4.7539764,-1.380227046,0.370915577,FALSE,4.546946605,0,FALSE,296.6764817,,
mp-983513,PmRuO3,5,Pm1 Ru1 O3,3.963814,3.963814,3.963814,90,90,90,cubic,Pm-3m,0.6657485,-7.959914948,-2.186149372,0.38784893,FALSE,7.840745527,0,FALSE,62.27873774,,
mp-2647018,PmTiO3,5,Pm1 Ti1 O3,3.920102069,3.920489043,3.920162054,90.00944235,89.98357129,90.01410431,cubic,Pm-3m,4.83E-05,-8.958279804,-3.460296333,0.109473933,FALSE,6.638677206,0,FALSE,60.24785691,,
mp-1186669,PmWO3,5,Pm1 W1 O3,4.1273,4.1273,4.1273,90,90,90,cubic,Pm-3m,2.9679798,-8.78951494,-2.279003827,0.555546558,FALSE,8.900325826,0,FALSE,70.30692641,,
mp-10039,Pr3AlC,5,Pr3 Al1 C1,5.137283,5.137283,5.137283,90,90,90,cubic,Pm-3m,0.0084294,-5.609920974,-0.137789834,0.058784596,FALSE,5.654872106,0,FALSE,135.5815117,"{'voigt': 61.702, 'reuss': 61.702, 'vrh': 61.702}","{'voigt': 40.827, 'reuss': 40.77, 'vrh': 40.798}"
mp-1094072,Pr3AlN,5,Pr3 Al1 N1,5.0424066,5.0424066,5.0424066,90,90,90,cubic,Pm-3m,0.0035175,-21.66038659,-0.845842965,0,TRUE,6.005968977,0,FALSE,128.2075461,,
mp-20684,Pr3AlN,5,Pr3 Al1 N1,5.587362,5.587362,5.587362,90,90,90,cubic,Pm-3m,0.0062381,-19.79911779,1.015425827,1.861268792,FALSE,4.414446348,0,FALSE,174.4296982,,
mp-8368,Pr3GaC,5,Pr3 Ga1 C1,5.537393,5.537393,5.537393,90,90,90,cubic,Pm-3m,0.0005476,-4.103016892,1.225618286,1.499269545,FALSE,4.933520156,0,FALSE,169.7915379,"{'voigt': 36.668, 'reuss': 36.668, 'vrh': 36.668}","{'voigt': 19.693, 'reuss': 7.953, 'vrh': 13.823}"
mp-19749,Pr3InC,5,Pr3 In1 C1,5.831276,5.831276,5.831276,90,90,90,cubic,Pm-3m,0.0013576,-3.694238562,1.58061216,1.827949422,FALSE,4.602214126,0,FALSE,198.285425,,
mp-20990,Pr3InN,5,Pr3 In1 N1,5.07883424,5.07883424,5.07883424,90,90,90,cubic,Pm-3m,0.0010523,-24.9831971,-0.999355071,0,TRUE,6.991011548,0,FALSE,131.0062805,,
mp-21135,Pr3InO,5,Pr3 In1 O1,5.01386593,5.01386074,5.01386074,90,90,90,cubic,Pm-3m,8.90E-06,-5.929620028,-1.510910203,0,TRUE,7.292578793,0,FALSE,126.0425704,,
mp-20388,Pr3PbC,5,Pr3 Pb1 C1,5.930013,5.930013,5.930013,90,90,90,cubic,Pm-3m,0.024383,-3.896917308,1.56862808,1.887780893,FALSE,5.111781749,0,FALSE,208.5292284,,
mp-20543,Pr3SnC,5,Pr3 Sn1 C1,5.88102718,5.88102718,5.8810346,90,90,90,cubic,Pm-3m,0.6493709,-4.1027367,1.422193644,1.825235302,FALSE,4.518168243,0,FALSE,203.4042896,,
mp-1206822,Pr3SnN,5,Pr3 Sn1 N1,5.05045937,5.05046559,5.05046559,90,90,90,cubic,Pm-3m,3.63E-05,-6.330217394,-0.983364599,0,TRUE,7.159657733,0,FALSE,128.8230908,,
mp-7166,Pr3TlC,5,Pr3 Tl1 C1,5.871802,5.871802,5.871802,90,90,90,cubic,Pm-3m,2.80E-06,-3.595997522,1.601312875,1.810166216,FALSE,5.242219788,0,FALSE,202.4483342,,
mp-1219803,PrAl3Ag,5,Pr1 Al3 Ag1,4.305298048,4.305298048,6.325608988,70.13945489,70.13946475,90.03529006,tet,I4mm,0,-4.185117418,-0.410090093,0,TRUE,5.324966167,0,FALSE,102.8201302,,
mp-1069825,PrAl3Cu,5,Pr1 Al3 Cu1,6.097226883,6.097226883,6.097226883,139.33091,139.33091,58.87063967,tet,I4mm,0,-12.60127271,-0.511863236,0,TRUE,4.970010434,0,FALSE,95.35492455,,
mp-3466,PrAlO3,10,Pr1 Al1 O3,5.313161821,5.313161678,5.313160873,60.4327145,60.43271113,60.43272144,trig,R-3c,0,-8.332834387,-3.655848326,0,TRUE,6.694744447,4.1325,FALSE,107.0957811,,
mp-8218,PrAlO3,10,Pr1 Al1 O3,5.315935953,5.31593982,5.315951879,59.99999238,59.99991844,60.00005234,cubic,Pm-3m,0,-8.314810974,-3.637824913,0.018023413,FALSE,6.749640598,2.8792,FALSE,106.2247501,"{'voigt': 197.512, 'reuss': 197.512, 'vrh': 197.512}","{'voigt': 138.511, 'reuss': 134.33, 'vrh': 136.42}"
mp-861504,PrBO3,20,Pr1 B1 O3,5.07421834,5.77535461,8.16741715,90,90,90,ortho,Pnma,0,-8.710246638,-3.446497389,0,TRUE,5.542315603,4.6526,TRUE,239.3495105,,
mp-2976,PrBPd3,5,Pr1 B1 Pd3,4.397572,4.397572,4.397572,90,90,90,cubic,Pm-3m,3.83E-05,-5.939519366,-0.536617634,0.110912753,FALSE,9.196264244,0,FALSE,85.04305956,"{'voigt': 131.577, 'reuss': 131.577, 'vrh': 131.577}","{'voigt': 6.8469999999999995, 'reuss': -37.373, 'vrh': -15.263}"
mp-11596,PrBPt3,5,Pr1 B1 Pt3,4.03625293,4.03625293,5.10236568,90,90,90,tet,P4mm,0,-6.784278456,-0.846625818,0,TRUE,14.72214065,0,FALSE,83.12436244,,
mp-5200,PrBRh3,5,Pr1 B1 Rh3,4.24621053,4.24624226,4.24620336,90,90,90,cubic,Pm-3m,0.0179892,-7.381872872,-0.668315504,0,TRUE,9.986435175,0,FALSE,76.56090895,"{'voigt': 169.867, 'reuss': 169.867, 'vrh': 169.867}","{'voigt': 75.46, 'reuss': 71.375, 'vrh': 73.418}"
mp-862754,PrBS3,20,Pr1 B1 S3,7.66742708,6.02901654,8.97746712,90,90,90,ortho,Pna2_1,0,-6.328215389,-1.550227003,0,TRUE,3.967889557,2.4441,TRUE,415.0017737,"{'voigt': 53.701, 'reuss': 51.763, 'vrh': 52.732}","{'voigt': 25.183, 'reuss': 20.031, 'vrh': 22.607}"
